image_id,pa_deg,fl_mm,mt_mm,ok,note
im_01_arch,26.211572640567418,39.64342627491077,15.174696597117308,True,
im_02_arch,14.792980630030998,38.38893107628222,9.53020749721112,True,
im_03_arch,22.22705732117356,48.90292832724988,17.241563423170398,True,
im_04_arch,19.002081457502626,59.6518243107501,16.859290549678953,True,
im_05_arch,19.818161411914204,64.80691873289223,21.14944402129683,True,
im_06_arch,12.287367649524334,86.75218034487793,18.779274853464813,True,
im_07_arch,15.505569901717372,53.388065114099376,13.64094925521938,True,
im_08_arch,22.33584176679446,64.87942443955575,24.427471770311268,True,
im_09_arch,13.102497200477881,62.44656601957155,15.501691887839646,True,
im_10_arch,20.66385732600697,54.06214002730147,20.330951329161216,True,
im_11_arch,16.74351361759546,50.29592375623004,12.385351933667055,True,
im_12_arch,14.847436203194075,63.510861836524604,16.549867916471104,True,
im_13_arch,13.910088432081778,71.81736835944483,17.845051747647727,True,
im_14_arch,23.208609919098635,58.743328107429505,21.58957784088179,True,
im_15_arch,,,17.230823459552504,False,no usable fascicle fragments
im_16_arch,15.646483102352882,47.58459412113491,12.22744767805006,True,
im_17_arch,17.356456206670615,74.87381305466084,20.28323139907208,True,
im_18_arch,18.563969593371368,71.9961908357645,21.61531986030061,True,
im_19_arch,16.17950829173037,71.41815583656393,20.19997743549526,True,
im_20_arch,18.818532982304944,32.09663334512314,9.84493204080679,True,
im_21_arch,15.934904605604496,71.10043887800107,16.78329083441577,True,
im_22_arch,14.569020221362365,72.7941042103208,20.370813874679808,True,
im_23_arch,17.341109555598173,55.44983934320041,14.807439117765291,True,
im_24_arch,17.39749048327699,53.46574959044759,14.63117899365472,True,
im_25_arch,19.30709083654494,62.63782343353744,19.969051171943427,True,
im_26_arch,18.966954789561342,68.83320773020932,22.80389206753509,True,
im_27_arch,19.778307054152474,57.63332845500486,16.265989710597818,True,
im_28_arch,14.837676667066532,67.00120469786151,17.982431520990634,True,
im_29_arch,23.045904886017922,60.20924644295073,19.828546734812814,True,
im_30_arch,18.703782426077154,62.959182489476305,20.18536035665525,True,
im_31_arch,15.363679700213648,62.32709834750318,14.565248258477828,True,
im_32_arch,13.777966545573364,63.442192936550825,14.935464990189105,True,
im_33_arch,15.06896732540038,49.29542539336492,12.70843305311294,True,
im_34_arch,24.008084790667287,46.677601390248384,17.17267331965333,True,
im_35_arch,19.8184853755976,58.65599818266713,18.039632314589284,True,
