image_id,pa_deg,fl_mm,pa_measured,fl_measured,mt_mm,mt_measured,mt_raw,measured_scale,ok,flipped
IMG_00001.tif,16.99959954403287,93.59234533808177,True,True,25.31411394191535,True,25.31411394191535,True,True,False
IMG_00002.tif,9.223330623254693,104.67794769956116,True,True,18.047068001889958,True,18.047068001889958,True,True,False
IMG_00003.tif,12.99134180791792,99.8078198667288,True,True,23.23678911654914,True,23.23678911654914,True,True,True
IMG_00004.tif,11.784003983564986,111.30591224118103,True,True,26.79277963590445,True,26.79277963590445,True,True,True
IMG_00005.tif,19.546135797814934,88.92954387358387,True,True,28.162262450184556,True,28.162262450184556,True,True,False
IMG_00006.tif,20.628824236537163,93.53345905015973,True,True,34.05798800043139,True,34.05798800043139,True,True,False
IMG_00007.tif,18.728027668992492,92.14258585009884,True,True,28.794631993554166,True,28.794631993554166,True,True,True
IMG_00008.tif,19.061905196855875,87.5851384653234,True,True,29.64392698554886,True,29.64392698554886,True,True,True
IMG_00009.tif,9.097666589949139,94.66086994936884,True,True,18.209789293341125,True,18.209789293341125,True,True,True
IMG_00010.tif,14.028230798131398,80.16345556037724,True,True,19.422583054543708,True,19.422583054543708,True,True,True
IMG_00011.tif,13.268897968038212,72.52604567101031,True,True,18.176766869469688,True,18.176766869469688,True,True,True
IMG_00012.tif,13.826109496261516,79.48530756575897,True,True,19.96063492341335,True,19.96063492341335,True,True,True
IMG_00013.tif,9.27100664527366,88.36562083152319,True,True,15.887965552007858,True,15.887965552007858,True,True,False
IMG_00014.tif,11.313895466724366,177.58113039992543,True,True,20.7,False,44.515123346986094,True,True,True
IMG_00015.tif,12.581815593597613,80.20144926329374,True,True,19.775443555832837,True,19.775443555832837,True,True,False
IMG_00016.tif,17.57467758135946,87.6067391708061,True,True,26.425472593821166,True,26.425472593821166,True,True,False
IMG_00017.tif,16.216366545398806,85.87719936154353,True,True,22.80767730825979,True,22.80767730825979,True,True,False
IMG_00018.tif,15.323339841635805,89.38415678164904,True,True,25.171619173837232,True,25.171619173837232,True,True,False
IMG_00019.tif,14.285906814821859,95.88437521288608,True,True,25.7496803590082,True,25.7496803590082,True,True,False
IMG_00020.tif,11.161711225835997,93.72308255560125,True,True,18.772072397489552,True,18.772072397489552,True,True,False
IMG_00021.tif,7.346705604524683,109.6478448043923,True,True,17.61180498654543,True,17.61180498654543,True,True,True
IMG_00022.tif,19.099952282455398,77.01342069648263,True,True,23.6152827760803,True,23.6152827760803,True,True,False
IMG_00023.tif,14.536347237616827,90.67633432669501,True,True,22.901415929596077,True,22.901415929596077,True,True,True
IMG_00024.tif,16.622768671851833,96.18175720767604,True,True,26.881257375923184,True,26.881257375923184,True,True,True
IMG_00025.tif,10.920629173030473,104.52703149028125,True,True,24.480843834263695,True,24.480843834263695,True,True,True
IMG_00026.tif,13.836206640751856,101.6458746418374,True,True,26.429598501676594,True,26.429598501676594,True,True,True
IMG_00027.tif,14.349209522134258,88.10343683219284,True,True,22.010873835778614,True,22.010873835778614,True,True,True
IMG_00028.tif,12.813945584300178,90.68992000770612,True,True,22.229684697775053,True,22.229684697775053,True,True,True
IMG_00029.tif,14.274338169717053,89.59981508919398,True,True,23.12531472736652,True,23.12531472736652,True,True,True
IMG_00030.tif,8.653920978309579,99.40524277513909,True,True,17.07197097990231,True,17.07197097990231,True,True,False
IMG_00031.tif,9.154070521761785,89.20495425875586,True,True,16.66497310982305,True,16.66497310982305,True,True,True
