image_id,pa_deg,fl_mm,mt_mm,ok,note
im_01_arch,25.062408138914776,41.84101101618673,15.174696597117308,True,
im_02_arch,15.700622695859572,37.026334902167825,9.53020749721112,True,
im_03_arch,22.210616946985148,50.37226905571168,17.241563423170398,True,
im_04_arch,17.971219767436473,60.97089620601102,16.859290549678953,True,
im_05_arch,21.055434206668515,63.080061022400386,21.14944402129683,True,
im_06_arch,10.95209507546601,95.5638029466778,18.779274853464813,True,
im_07_arch,15.413565744560781,52.1271961431713,13.64094925521938,True,
im_08_arch,22.15852036933613,64.3492286156202,24.427471770311268,True,
im_09_arch,12.7208188225034,64.24285749292436,15.501691887839646,True,
im_10_arch,21.512309465450848,52.895511295462114,20.330951329161216,True,
im_11_arch,16.824943150981497,45.02596024753575,12.385351933667055,True,
im_12_arch,15.317422577097311,62.48913253837547,16.549867916471104,True,
im_13_arch,13.70244277135684,74.81029105298558,17.845051747647727,True,
im_14_arch,21.599916330238855,63.11259723262046,21.58957784088179,True,
im_15_arch,,,17.230823459552504,False,no usable fascicle fragments
im_16_arch,15.733437247155413,46.56225546478706,12.22744767805006,True,
im_17_arch,16.567071697662513,77.21225318984969,20.28323139907208,True,
im_18_arch,18.346243261022007,73.0369140661116,21.61531986030061,True,
im_19_arch,16.059528091701818,73.22645041160209,20.19997743549526,True,
im_20_arch,18.316421906724607,32.0891967643101,9.84493204080679,True,
im_21_arch,15.469059724777193,73.50730605506435,16.78329083441577,True,
im_22_arch,14.34885561531333,73.83902290265058,20.370813874679808,True,
im_23_arch,17.36793050946202,55.894863095513635,14.807439117765291,True,
im_24_arch,17.63130171371876,52.932588125457656,14.63117899365472,True,
im_25_arch,19.149162266732073,63.649802870314744,19.969051171943427,True,
im_26_arch,16.898571940855046,75.48885942325859,22.80389206753509,True,
im_27_arch,19.65514325535322,58.478180986340206,16.265989710597818,True,
im_28_arch,15.30686466288923,66.25442668704834,17.982431520990634,True,
im_29_arch,23.393946933033064,58.18120627918523,19.828546734812814,True,
im_30_arch,18.622447095790104,62.658572000197545,20.18536035665525,True,
im_31_arch,16.37278026586806,57.77952392982515,14.565248258477828,True,
im_32_arch,13.981449250162038,61.82076228257144,14.935464990189105,True,
im_33_arch,14.513685908155914,50.51848136461268,12.70843305311294,True,
im_34_arch,23.46165395832879,46.59575850719031,17.17267331965333,True,
im_35_arch,19.97688355542944,57.78272723331898,18.039632314589284,True,
