image_id,pa_deg,fl_mm,mt_mm,ok,note
im_01_arch,26.61272146351218,40.10937705744371,15.174696597117308,True,
im_02_arch,16.903169456639468,35.80742834574973,9.53020749721112,True,
im_03_arch,24.03160626967317,48.463001840724914,17.241563423170398,True,
im_04_arch,17.927010666645668,62.01054738429867,16.859290549678953,True,
im_05_arch,20.238059227597518,62.947942257218116,21.14944402129683,True,
im_06_arch,13.095477311489253,82.70692778112979,18.779274853464813,True,
im_07_arch,14.525755020306077,54.538070806722416,13.64094925521938,True,
im_08_arch,21.081239609838146,66.51743773850635,24.427471770311268,True,
im_09_arch,13.35238995159605,61.55190647985094,15.501691887839646,True,
im_10_arch,21.09690573588599,53.4203378483041,20.330951329161216,True,
im_11_arch,17.132103933820613,47.32109325740379,12.385351933667055,True,
im_12_arch,14.975957598942411,61.791268326241436,16.549867916471104,True,
im_13_arch,14.037744995471662,70.72012107949845,17.845051747647727,True,
im_14_arch,23.35649028203475,60.50990029377958,21.58957784088179,True,
im_15_arch,,,17.230823459552504,False,no usable fascicle fragments
im_16_arch,15.767767711185432,47.798164616467936,12.22744767805006,True,
im_17_arch,16.862952668628616,76.13574707336576,20.28323139907208,True,
im_18_arch,18.286025176410135,73.67189261943517,21.61531986030061,True,
im_19_arch,15.581863048233144,74.30675991641937,20.19997743549526,True,
im_20_arch,19.206041057652325,32.30115239751157,9.84493204080679,True,
im_21_arch,16.205569675670723,66.28172398883994,16.78329083441577,True,
im_22_arch,14.810807895232927,72.296024350186,20.370813874679808,True,
im_23_arch,17.411033574036388,55.642448502961095,14.807439117765291,True,
im_24_arch,18.229014428162902,51.39729454772247,14.63117899365472,True,
im_25_arch,19.570131939843087,62.870767159032646,19.969051171943427,True,
im_26_arch,18.184499581379075,70.88107716664044,22.80389206753509,True,
im_27_arch,19.192648112170968,61.32091454299291,16.265989710597818,True,
im_28_arch,14.62214815363451,66.6477472979195,17.982431520990634,True,
im_29_arch,22.712716632655084,59.88890117586463,19.828546734812814,True,
im_30_arch,17.81070358397193,64.33184234050329,20.18536035665525,True,
im_31_arch,16.2628767335804,57.1286786093857,14.565248258477828,True,
im_32_arch,13.421930473294648,65.15360131512978,14.935464990189105,True,
im_33_arch,15.250170828599035,49.63500482023178,12.70843305311294,True,
im_34_arch,23.902347373225485,45.52886900928276,17.17267331965333,True,
im_35_arch,20.019531918120947,57.54793635507415,18.039632314589284,True,
