image_id,pa_deg,fl_mm,mt_mm,ok,note
im_01_arch,25.44774055608564,38.93988762579872,15.174696597117308,True,
im_02_arch,16.127119309132237,37.39189909627126,9.53020749721112,True,
im_03_arch,23.777564477172007,49.15204872375592,17.241563423170398,True,
im_04_arch,18.443503762264818,60.522698955950545,16.859290549678953,True,
im_05_arch,19.85741173807206,63.92040992319368,21.14944402129683,True,
im_06_arch,12.20714162734015,87.13339388864424,18.779274853464813,True,
im_07_arch,15.587203971451482,50.38997382577761,13.64094925521938,True,
im_08_arch,21.8465044284863,65.51796653786133,24.427471770311268,True,
im_09_arch,13.071746482632026,63.53828372881181,15.501691887839646,True,
im_10_arch,20.99004216125496,53.81284392214385,20.330951329161216,True,
im_11_arch,16.72070014945595,45.70934593949646,12.385351933667055,True,
im_12_arch,14.520004085276431,64.94437115507151,16.549867916471104,True,
im_13_arch,14.00927900100445,70.69861714037106,17.845051747647727,True,
im_14_arch,22.92309248190903,60.465966695602106,21.58957784088179,True,
im_15_arch,,,17.230823459552504,False,no usable fascicle fragments
im_16_arch,16.332098064417366,46.89965555185884,12.22744767805006,True,
im_17_arch,17.130079518294956,74.67309202639984,20.28323139907208,True,
im_18_arch,18.279811351783653,72.19622078042377,21.61531986030061,True,
im_19_arch,16.536781982288577,69.68649845739958,20.19997743549526,True,
im_20_arch,16.936325438664202,34.34506929671643,9.84493204080679,True,
im_21_arch,16.805186232708113,66.83354352639962,16.78329083441577,True,
im_22_arch,14.93141928363622,73.40060142877105,20.370813874679808,True,
im_23_arch,17.063907185569793,56.092631159224176,14.807439117765291,True,
im_24_arch,16.39575458292861,55.885658686996585,14.63117899365472,True,
im_25_arch,19.036061505246614,63.492805583638244,19.969051171943427,True,
im_26_arch,18.74507070891472,69.72769132560742,22.80389206753509,True,
im_27_arch,18.966787545959715,60.886229723194425,16.265989710597818,True,
im_28_arch,15.26508716912728,66.42380890541243,17.982431520990634,True,
im_29_arch,22.924924150074467,59.33222847009938,19.828546734812814,True,
im_30_arch,18.836063477960415,62.54812900636703,20.18536035665525,True,
im_31_arch,16.297878234257595,57.62116966811429,14.565248258477828,True,
im_32_arch,13.036196984557638,66.51798672048642,14.935464990189105,True,
im_33_arch,15.695987865132453,48.68092824942383,12.70843305311294,True,
im_34_arch,23.567196191389016,46.9115985168669,17.17267331965333,True,
im_35_arch,19.970449980066267,57.87958226524238,18.039632314589284,True,
