image_id,fl_mm_median,n_members,fl_mm_base
IMG_00001.tif,97.58076696851232,5,97.58076696851232
IMG_00002.tif,104.494975847644,5,104.29736073853005
IMG_00003.tif,100.10023790922912,5,99.49509229721966
IMG_00004.tif,113.99477335738942,5,126.48170199404564
IMG_00005.tif,89.53856056134637,5,89.15749340635168
IMG_00006.tif,96.79790157669396,5,96.79790157669396
IMG_00007.tif,90.30756433550388,5,90.30756433550388
IMG_00008.tif,91.61457239899975,5,92.26411842211736
IMG_00009.tif,97.42796693938728,5,97.12408387139504
IMG_00010.tif,80.3538868357507,5,81.8117091333802
IMG_00011.tif,73.98441014854797,5,72.43212338216192
IMG_00012.tif,80.9893095977101,5,79.90599686050098
IMG_00013.tif,89.0049229136517,5,90.7089550363621
IMG_00014.tif,176.62029217126104,5,174.26881811704573
IMG_00015.tif,84.12820893805593,5,84.12820893805593
IMG_00016.tif,88.73287244741884,5,87.44870402054872
IMG_00017.tif,86.26532964321243,5,86.90500531011584
IMG_00018.tif,90.04776405931966,5,90.04776405931966
IMG_00019.tif,93.97369244423491,5,93.96476993028972
IMG_00020.tif,100.17418225706292,5,102.44229361165588
IMG_00021.tif,105.3493493896741,5,96.46915454090372
IMG_00022.tif,84.38483080706003,5,84.83665236472164
IMG_00023.tif,87.10246651541394,5,85.25214292150726
IMG_00024.tif,96.76692288133698,5,96.2000969634876
IMG_00025.tif,109.50601537458031,5,103.45855484437804
IMG_00026.tif,95.05291289533298,5,93.99959517716152
IMG_00027.tif,87.33196185816732,5,83.23867547295217
IMG_00028.tif,89.31026091245681,5,87.87330802683593
IMG_00029.tif,93.55699535685926,5,93.55699535685926
IMG_00030.tif,101.44904329551898,5,101.3563314199215
IMG_00031.tif,90.16767288256378,5,92.24602987834128
IMG_00032.tif,109.32273816059931,5,106.9904171172132
IMG_00033.tif,117.33046338704838,5,115.854122846357
IMG_00034.tif,115.13158639355936,5,110.30580682280116
IMG_00035.tif,91.19841655672286,5,93.43726639515415
IMG_00036.tif,41.03765126308095,4,
IMG_00037.tif,47.39533850677888,5,45.51443157539125
IMG_00038.tif,53.219078607700986,5,53.59455004821868
IMG_00040.tif,70.78805718279537,5,89.74490214648182
IMG_00041.tif,78.27028988957031,5,72.9884644477101
IMG_00042.tif,82.81736510718207,5,83.26853390053286
IMG_00043.tif,64.26433333477794,5,64.35843351393567
IMG_00044.tif,98.18038738359564,5,96.73930069186306
IMG_00045.tif,93.90727384854344,5,94.75782672601142
IMG_00046.tif,65.6854465318795,5,68.15139282679743
IMG_00048.tif,69.11181427022737,5,69.90999527304572
IMG_00049.tif,60.45150397088502,5,62.815967851018826
IMG_00050.tif,69.64590675781082,5,69.64590675781082
IMG_00051.tif,204.10151615861463,5,216.67100867868965
IMG_00052.tif,56.235815273743505,5,55.59705960527049
IMG_00053.tif,50.751303944760664,5,50.13703823778833
IMG_00054.tif,222.1604563131915,5,222.1604563131915
IMG_00055.tif,56.97464645282872,5,55.81495975838935
IMG_00056.tif,143.84657545577576,5,143.84657545577576
IMG_00057.tif,144.69859804090538,5,144.69859804090538
IMG_00058.tif,141.6551408502335,5,141.6551408502335
IMG_00059.tif,144.6731065224036,5,141.8642310047456
IMG_00060.tif,140.810647205932,5,140.0954437310122
IMG_00061.tif,119.22397334387084,5,114.45395776921984
IMG_00062.tif,116.83401341570948,5,116.83401341570948
IMG_00063.tif,117.63602830579636,5,117.63602830579636
IMG_00064.tif,118.3279323140004,5,118.3279323140004
IMG_00065.tif,116.202333416156,5,116.202333416156
IMG_00066.tif,75.79477786268117,5,75.64409934243085
IMG_00067.tif,77.080852963012,5,75.33569145950281
IMG_00068.tif,76.44292252928085,5,76.14709443750453
IMG_00069.tif,81.81934231646824,5,84.46328959056756
IMG_00070.tif,81.41835833720441,5,81.41835833720441
IMG_00071.tif,,2,85.50453269106843
IMG_00072.tif,,2,152.38213632660845
IMG_00073.tif,,2,153.48464613760075
IMG_00074.tif,109.7237069565924,5,104.15821681159944
IMG_00075.tif,,2,62.49766724308372
IMG_00076.tif,197.03283339088415,5,202.77398353613685
IMG_00077.tif,192.3258333632596,5,187.24573451633208
IMG_00078.tif,184.7191931376582,5,186.898634056024
IMG_00079.tif,182.60780469802103,5,189.59107936917655
IMG_00080.tif,190.08293435129409,5,190.11367378559763
IMG_00081.tif,98.51639540705276,5,98.51639540705276
IMG_00082.tif,191.7415913017178,5,197.27001924031885
IMG_00083.tif,100.10642708019512,5,101.9190135797618
IMG_00084.tif,186.98016258760268,5,186.71938792995053
IMG_00085.tif,190.77339332269193,5,189.50291730414855
IMG_00086.tif,107.23907306192469,5,137.00983978792027
IMG_00087.tif,95.66972418690013,5,95.66972418690013
IMG_00088.tif,97.49167718664005,5,98.17877723826844
IMG_00089.tif,95.54354288654488,5,96.23676028335048
IMG_00090.tif,96.32541511008507,5,139.4813939980415
IMG_00091.tif,102.49255119726448,5,103.3966146040692
IMG_00092.tif,101.91353223581548,5,101.91353223581548
IMG_00093.tif,103.96381305300564,5,105.50176314173102
IMG_00094.tif,103.88695407634296,5,107.74917697674664
IMG_00095.tif,102.86660931350228,5,105.08827332178468
IMG_00096.tif,87.2074058306919,5,88.99938178749431
IMG_00097.tif,87.3498728643977,5,86.51560626136383
IMG_00098.tif,87.89600113980761,5,88.13387305652938
IMG_00099.tif,86.7798535090187,5,89.19017866205226
IMG_00100.tif,85.78532608053283,5,88.13984046096368
IMG_00101.tif,139.9339294955886,5,132.99734364810004
IMG_00102.tif,134.7854083360691,5,131.4409547869383
IMG_00103.tif,135.37134815890585,5,133.01213148394913
IMG_00104.tif,135.7643671445402,5,131.2987996962373
IMG_00105.tif,133.6450611268352,5,133.28298868521074
IMG_00106.tif,126.78007248353916,5,126.78007248353916
IMG_00107.tif,125.84210249011583,5,125.84210249011583
IMG_00108.tif,125.16624573532788,5,125.16624573532788
IMG_00109.tif,126.30961834506508,5,126.30961834506508
IMG_00110.tif,125.02449861809411,5,125.02449861809411
IMG_00111.tif,92.48061597899353,5,94.2762917537922
IMG_00112.tif,89.49742175916327,5,89.49742175916327
IMG_00113.tif,102.08879114374488,5,100.89083870493263
IMG_00114.tif,101.28341630691205,5,103.58649223898304
IMG_00115.tif,99.64742130555612,5,98.41042182644742
IMG_00116.tif,107.41438407533728,5,107.41438407533728
IMG_00117.tif,107.23476580149628,5,101.64762705304427
IMG_00118.tif,113.86163628626144,5,120.30783704338631
IMG_00119.tif,117.09931741325332,5,124.18153195699874
