image_id,pa_deg,fl_mm,mt_mm,ok,note
im_01_arch,24.50232604116258,40.040948776147445,15.174696597117308,True,
im_02_arch,15.9701189979554,36.1015090819672,9.53020749721112,True,
im_03_arch,22.432745312582426,49.1228783354819,17.241563423170398,True,
im_04_arch,17.875550513967298,61.70061813927705,16.859290549678953,True,
im_05_arch,21.566394125566678,63.899512379102205,21.14944402129683,True,
im_06_arch,12.145038559576768,85.98551157577359,18.779274853464813,True,
im_07_arch,16.94717245342858,48.045696900759104,13.64094925521938,True,
im_08_arch,22.237989268810757,65.10947420668658,24.427471770311268,True,
im_09_arch,13.130548795475633,62.526995029423816,15.501691887839646,True,
im_10_arch,18.963091130387483,56.58827217835011,20.330951329161216,True,
im_11_arch,15.766512492315439,47.520167585528846,12.385351933667055,True,
im_12_arch,15.74892050424354,60.52762274755714,16.549867916471104,True,
im_13_arch,14.185074364813543,72.267907798148,17.845051747647727,True,
im_14_arch,24.887753036195903,59.127275093857584,21.58957784088179,True,
im_15_arch,,,17.230823459552504,False,no usable fascicle fragments
im_16_arch,16.074646879885655,49.22055345352858,12.22744767805006,True,
im_17_arch,17.506393311998938,74.14517054411003,20.28323139907208,True,
im_18_arch,17.604344839399786,74.72531285269045,21.61531986030061,True,
im_19_arch,16.09548085559816,71.29770326854548,20.19997743549526,True,
im_20_arch,18.88954004494815,31.14595953155549,9.84493204080679,True,
im_21_arch,15.52255662889549,68.48489830129196,16.78329083441577,True,
im_22_arch,14.977331147060795,73.06961049437746,20.370813874679808,True,
im_23_arch,16.919033148272945,56.88129070964027,14.807439117765291,True,
im_24_arch,18.159403793688877,51.920056825448476,14.63117899365472,True,
im_25_arch,19.440924643759722,63.565394546009564,19.969051171943427,True,
im_26_arch,18.008172843514952,71.01242294944325,22.80389206753509,True,
im_27_arch,19.14574957094981,60.995062067499134,16.265989710597818,True,
im_28_arch,14.780569054792387,67.5188853013496,17.982431520990634,True,
im_29_arch,23.12185145725733,57.80810493983863,19.828546734812814,True,
im_30_arch,17.89165778385835,64.37983748728718,20.18536035665525,True,
im_31_arch,16.03645504167769,57.922524387448014,14.565248258477828,True,
im_32_arch,13.798877878907147,61.54198027648288,14.935464990189105,True,
im_33_arch,14.867419148171393,49.338786716082424,12.70843305311294,True,
im_34_arch,24.70349674079697,46.44744728879786,17.17267331965333,True,
im_35_arch,20.109313732497142,58.00209460429384,18.039632314589284,True,
