image_id,pa_deg,fl_mm,mt_mm,ok,note
im_01_arch,29.667597296525468,38.16168267431113,15.174696597117308,True,
im_02_arch,16.406469638928673,36.48751111587299,9.53020749721112,True,
im_03_arch,24.3805391482122,47.17931455963593,17.241563423170398,True,
im_04_arch,19.359501498053856,59.21344569562396,16.859290549678953,True,
im_05_arch,19.94498668010852,65.3927994532738,21.14944402129683,True,
im_06_arch,12.528702777110254,86.09636331575194,18.779274853464813,True,
im_07_arch,15.810907885239143,52.615034897315155,13.64094925521938,True,
im_08_arch,22.04097383214255,64.96089690097472,24.427471770311268,True,
im_09_arch,13.344234905090584,64.83161322037292,15.501691887839646,True,
im_10_arch,21.084393582738635,53.328791832353915,20.330951329161216,True,
im_11_arch,16.515065143208584,49.333438963299756,12.385351933667055,True,
im_12_arch,15.110185299543376,62.1218385653971,16.549867916471104,True,
im_13_arch,14.192437815215373,69.66979263303494,17.845051747647727,True,
im_14_arch,22.564369802080535,60.73119327248266,21.58957784088179,True,
im_15_arch,,,17.230823459552504,False,no usable fascicle fragments
im_16_arch,16.43740792351821,47.06201081152702,12.22744767805006,True,
im_17_arch,17.006797129779684,75.06577219756302,20.28323139907208,True,
im_18_arch,18.63393238673587,70.9937921460054,21.61531986030061,True,
im_19_arch,16.190567451286896,73.34092462616216,20.19997743549526,True,
im_20_arch,17.992869198271563,32.87059996626768,9.84493204080679,True,
im_21_arch,16.57907448035929,67.97365577214367,16.78329083441577,True,
im_22_arch,14.780643562272115,73.51438436153502,20.370813874679808,True,
im_23_arch,17.229013265348158,56.45501523269332,14.807439117765291,True,
im_24_arch,17.970604349405036,54.59381562730002,14.63117899365472,True,
im_25_arch,19.484619408380524,63.74316690261388,19.969051171943427,True,
im_26_arch,18.481774021772424,69.53293604799771,22.80389206753509,True,
im_27_arch,18.903517780322083,59.767640120153175,16.265989710597818,True,
im_28_arch,14.790892293209842,66.83143316819995,17.982431520990634,True,
im_29_arch,22.66168982781246,61.7257589501295,19.828546734812814,True,
im_30_arch,18.08371197073236,65.10942418190572,20.18536035665525,True,
im_31_arch,16.365934974390562,57.83791759186459,14.565248258477828,True,
im_32_arch,13.898731887361443,63.30410209964471,14.935464990189105,True,
im_33_arch,15.59149239530053,46.51890724969245,12.70843305311294,True,
im_34_arch,24.406798786501806,45.81858845442156,17.17267331965333,True,
im_35_arch,19.604987414640483,57.30191551030474,18.039632314589284,True,
