image_id,pa_deg,fl_mm,pa_measured,fl_measured,mt_mm,mt_measured,mt_raw,measured_scale,ok,flipped
IMG_00001.tif,16.06703931693201,97.58076696851231,True,True,25.31411394191535,True,25.31411394191535,True,True,False
IMG_00002.tif,8.978009759953224,104.29736073853005,True,True,18.047068001889958,True,18.047068001889958,True,True,False
IMG_00003.tif,12.882851632646252,99.49509229721966,True,True,23.23678911654914,True,23.23678911654914,True,True,True
IMG_00004.tif,11.275258786994621,126.48170199404564,True,True,26.79277963590445,True,26.79277963590445,True,True,True
IMG_00005.tif,18.947688938649843,89.15749340635168,True,True,28.162262450184556,True,28.162262450184556,True,True,False
IMG_00006.tif,19.94991506168969,96.79790157669397,True,True,34.05798800043139,True,34.05798800043139,True,True,False
IMG_00007.tif,17.249333768612885,90.30756433550388,True,True,28.794631993554166,True,28.794631993554166,True,True,True
IMG_00008.tif,17.5754627992266,92.26411842211735,True,True,29.64392698554886,True,29.64392698554886,True,True,True
IMG_00009.tif,8.786206330463232,97.12408387139504,True,True,18.209789293341125,True,18.209789293341125,True,True,True
IMG_00010.tif,13.582428421847501,81.8117091333802,True,True,19.422583054543708,True,19.422583054543708,True,True,True
IMG_00011.tif,13.304702576186418,72.43212338216192,True,True,18.176766869469688,True,18.176766869469688,True,True,True
IMG_00012.tif,13.888571328530706,79.90599686050098,True,True,19.96063492341335,True,19.96063492341335,True,True,True
IMG_00013.tif,9.104261153065739,90.7089550363621,True,True,15.887965552007858,True,15.887965552007858,True,True,False
IMG_00014.tif,11.73926549761207,174.26881811704573,True,True,20.7,False,44.515123346986094,True,True,True
IMG_00015.tif,11.810604800192323,84.12820893805593,True,True,19.775443555832837,True,19.775443555832837,True,True,False
IMG_00016.tif,17.41067545991628,87.44870402054872,True,True,26.425472593821166,True,26.425472593821166,True,True,False
IMG_00017.tif,16.096792906568645,86.90500531011584,True,True,22.80767730825979,True,22.80767730825979,True,True,False
IMG_00018.tif,15.41495496491958,90.04776405931966,True,True,25.171619173837232,True,25.171619173837232,True,True,False
IMG_00019.tif,14.733280028343012,93.96476993028972,True,True,25.7496803590082,True,25.7496803590082,True,True,False
IMG_00020.tif,10.557994579086653,102.44229361165588,True,True,18.772072397489552,True,18.772072397489552,True,True,False
IMG_00021.tif,8.187876550134604,96.46915454090373,True,True,17.61180498654543,True,17.61180498654543,True,True,True
IMG_00022.tif,17.981714755577983,84.83665236472164,True,True,23.6152827760803,True,23.6152827760803,True,True,False
IMG_00023.tif,15.374377474332473,85.25214292150726,True,True,22.901415929596077,True,22.901415929596077,True,True,True
IMG_00024.tif,16.98681741428618,96.2000969634876,True,True,26.881257375923184,True,26.881257375923184,True,True,True
IMG_00025.tif,11.570625032517098,103.45855484437803,True,True,24.480843834263695,True,24.480843834263695,True,True,True
IMG_00026.tif,15.61683202243174,93.99959517716151,True,True,26.429598501676594,True,26.429598501676594,True,True,True
IMG_00027.tif,14.686162160432099,83.23867547295217,True,True,22.010873835778614,True,22.010873835778614,True,True,True
IMG_00028.tif,13.163589476321143,87.87330802683593,True,True,22.229684697775053,True,22.229684697775053,True,True,True
IMG_00029.tif,13.885254085050938,93.55699535685926,True,True,23.12531472736652,True,23.12531472736652,True,True,True
IMG_00030.tif,8.449951372055386,101.3563314199215,True,True,17.07197097990231,True,17.07197097990231,True,True,False
IMG_00031.tif,8.515262414898563,92.24602987834128,True,True,16.66497310982305,True,16.66497310982305,True,True,True
IMG_00032.tif,14.339800194356247,106.99041711721321,True,True,27.237843110915264,True,27.237843110915264,True,True,False
IMG_00033.tif,14.640454322196224,115.85412284635699,True,True,31.531735465965397,True,31.531735465965397,True,True,False
IMG_00034.tif,15.773161676958084,110.30580682280117,True,True,30.843371504605226,True,30.843371504605226,True,True,True
IMG_00035.tif,9.691173493300093,93.43726639515415,True,True,18.320814345552975,True,18.320814345552975,True,True,False
IMG_00036.tif,16.42,81.5,False,False,18.5406678285286,True,18.5406678285286,True,False,True
IMG_00037.tif,16.741049886545035,45.51443157539125,True,True,12.787386329647584,True,12.787386329647584,True,True,True
IMG_00038.tif,20.06135637062696,53.59455004821868,True,True,15.416723774621683,True,15.416723774621683,True,True,True
IMG_00039.tif,16.42,81.5,False,False,17.830091319818038,True,17.830091319818038,True,False,False
IMG_00040.tif,15.638355312707938,89.74490214648182,True,True,23.599931954040887,True,23.599931954040887,True,True,True
IMG_00041.tif,21.751028924876003,72.9884644477101,True,True,27.115399007118757,True,27.115399007118757,True,True,True
IMG_00042.tif,18.785141948221145,83.26853390053286,True,True,27.247268717912622,True,27.247268717912622,True,True,True
IMG_00043.tif,21.791390185537058,64.35843351393567,True,True,21.355710717730176,True,21.355710717730176,True,True,True
IMG_00044.tif,13.681629538357889,96.73930069186306,True,True,26.540606780437805,True,26.540606780437805,True,True,True
IMG_00045.tif,14.557008332994263,94.75782672601142,True,True,21.801176649731655,True,21.801176649731655,True,True,True
IMG_00046.tif,14.895310370314792,68.15139282679743,True,True,16.42574824550985,True,16.42574824550985,True,True,True
IMG_00047.tif,16.42,81.5,False,False,15.045668213132274,True,15.045668213132274,True,False,True
IMG_00048.tif,14.292137626219393,69.90999527304572,True,True,15.851871972093399,True,15.851871972093399,True,True,True
IMG_00049.tif,15.479955355615056,62.815967851018826,True,True,15.813688740678288,True,15.813688740678288,True,True,True
IMG_00050.tif,18.7995627235793,69.64590675781082,True,True,20.557163187949726,True,20.557163187949726,True,True,True
IMG_00051.tif,10.429738746055577,216.67100867868965,True,True,20.7,False,39.22387316068542,True,True,True
IMG_00052.tif,21.504957248007404,55.59705960527049,True,True,18.057773400796915,True,18.057773400796915,True,True,True
IMG_00053.tif,19.19243187426286,50.13703823778833,True,True,15.617818609391303,True,15.617818609391303,True,True,True
IMG_00054.tif,8.897647296486088,222.1604563131915,True,True,34.361517376635774,True,34.361517376635774,True,True,True
IMG_00055.tif,18.178904619080498,55.81495975838935,True,True,16.335249059850813,True,16.335249059850813,True,True,True
IMG_00056.tif,8.791811028898119,143.84657545577576,True,True,28.25174769919868,True,28.25174769919868,True,True,False
