image_id,split,family,h,w,band_ok,band_rows,frac_all,frac_band,n_comp,ang_med,ang_mad,len_mean_px,pa_ours,n_ours,note
IMG_00001.tif,test,still:tif:800x1200,800,1200,True,418,0.017629166666666668,0.03374003189792663,31,-12.524343882283018,1.1467655174001656,115.43036297828921,16.06703931693201,31,blend
IMG_00002.tif,test,still:tif:800x1200,800,1200,True,399,0.009846875,0.01974310776942356,28,-11.111075463005928,2.345364253755239,81.96134540012905,8.978009759953224,25,blend
IMG_00003.tif,test,still:tif:800x1200,800,1200,True,357,0.017966666666666666,0.04026143790849673,36,12.256041601378932,1.2726060430561725,88.67003133561876,13.027758029717397,36,blend
IMG_00004.tif,test,still:tif:800x1200,800,1200,True,440,0.019322916666666665,0.03513257575757576,26,14.335104381067751,1.4021948935845874,126.30496707329384,12.665231617030948,26,blend
IMG_00005.tif,test,still:tif:800x1200,800,1200,True,354,0.013707291666666666,0.03057909604519774,22,-13.764649012751883,1.6998848535366973,113.50167179107666,18.947688938649843,20,blend
IMG_00006.tif,test,still:tif:800x1200,800,1200,True,394,0.011695833333333334,0.02374788494077834,22,-16.37809000069904,2.63811148608627,95.94511790709062,19.94991506168969,23,blend
IMG_00007.tif,test,still:tif:800x1200,800,1200,True,439,0.024654166666666668,0.04492786636294609,26,17.42062177689859,2.1915410594790865,151.1683426636916,19.04559652347607,27,blend
IMG_00008.tif,test,still:tif:800x1200,800,1200,True,555,0.021665625,0.03122972972972973,30,20.40391536083876,1.5015261819124035,117.17176717122396,17.835843982384127,30,blend
IMG_00009.tif,test,still:tif:800x1200,800,1200,True,377,0.017766666666666667,0.03770114942528736,38,10.325956502560189,1.3403247165812795,96.5121508648521,8.401711294480739,38,blend
IMG_00010.tif,test,still:tif:800x1200,800,1200,True,375,0.009521875,0.020313333333333333,31,11.144054993003396,1.000839706429657,68.66462070711198,13.662209469435805,31,blend
IMG_00011.tif,test,still:tif:800x1200,800,1200,True,355,0.020144791666666665,0.045396713615023475,37,14.434317390391438,1.3786719602718716,102.23467610333417,13.294132226570595,37,blend
IMG_00012.tif,test,still:tif:800x1200,800,1200,True,377,0.025715625,0.05456896551724138,46,10.780317800231776,0.8812613304480568,106.93952979212222,13.065681135592861,47,blend
IMG_00013.tif,test,video:tif:800x1200,800,1200,True,246,0.007907291666666667,0.025714769647696478,17,-4.645333610336941,0.7147473834318703,101.23408014634076,9.104261153065739,17,blend
IMG_00014.tif,test,still:tif:800x1200,800,1200,True,533,0.0074916666666666664,0.011244527829893684,14,8.419745178265977,1.4216056793289389,115.2783614567348,11.246515483260573,14,blend
